profession_name,user_id,lesson_id,lesson_name,lesson_datetime,next_lesson_datetime,delta_seconds,completion_flag
data-scientist,12009,634,lesson - 634,2020-04-09 01:39:16.0000000,2020-04-19 12:03:42.0000000,901466,NORMAL
data-analyst,3489,676,lesson - 676,2020-04-09 01:39:41.0000000,2020-04-09 12:54:52.0000000,40511,NORMAL
data-analyst,11560,527,lesson - 527,2020-04-09 01:42:13.0000000,2020-04-11 18:49:13.0000000,234420,NORMAL
data-analyst,3339,981,lesson - 981,2020-04-09 01:42:29.0000000,2020-04-09 01:47:48.0000000,319,NORMAL
data-scientist,14564,249,lesson - 249,2020-04-09 01:47:39.0000000,2020-04-27 21:01:16.0000000,1624417,NORMAL
data-analyst,3339,883,lesson - 883,2020-04-09 01:47:48.0000000,2020-04-09 16:26:57.0000000,52749,NORMAL
data-analyst,3273,93,lesson - 93,2020-04-09 01:48:04.0000000,2020-04-09 14:15:04.0000000,44820,NORMAL
data-analyst,12831,131,lesson - 131,2020-04-09 01:53:18.0000000,2020-04-12 01:53:53.0000000,259235,NORMAL
software-engineer,14605,12,lesson - 12,2020-04-09 01:55:36.0000000,2020-04-11 01:23:38.0000000,170882,NORMAL
data-analyst,2476,172,lesson - 172,2020-04-09 01:59:30.0000000,2020-04-09 06:45:53.0000000,17183,NORMAL
data-scientist,10659,863,lesson - 863,2020-04-09 02:00:19.0000000,2020-04-14 03:29:16.0000000,437337,NORMAL
data-analyst,3274,211,lesson - 211,2020-04-09 02:10:06.0000000,2020-04-09 06:27:33.0000000,15447,NORMAL
data-analyst,2893,262,lesson - 262,2020-04-09 02:13:49.0000000,2020-04-09 09:49:26.0000000,27337,NORMAL
data-scientist,12445,387,lesson - 387,2020-04-09 02:14:10.0000000,2020-04-10 12:16:03.0000000,122513,NORMAL
data-analyst,3033,886,lesson - 886,2020-04-09 02:14:43.0000000,2020-04-09 04:25:49.0000000,7866,NORMAL
data-analyst,2823,818,lesson - 818,2020-04-09 02:17:31.0000000,2020-04-09 04:08:59.0000000,6688,NORMAL
software-engineer,11932,725,lesson - 725,2020-04-09 02:19:18.0000000,2020-04-14 18:44:30.0000000,491112,NORMAL
data-analyst,2902,277,lesson - 277,2020-04-09 02:23:59.0000000,2020-04-09 10:51:03.0000000,30424,NORMAL
data-analyst,2622,545,lesson - 545,2020-04-09 02:25:29.0000000,2020-04-09 22:31:28.0000000,72359,NORMAL
software-engineer,10785,82,lesson - 82,2020-04-09 02:27:50.0000000,2020-04-14 03:34:34.0000000,436004,NORMAL
data-analyst,13905,149,lesson - 149,2020-04-09 02:28:19.0000000,2020-04-12 15:58:52.0000000,307833,NORMAL
data-analyst,2613,573,lesson - 573,2020-04-09 02:29:02.0000000,2020-04-09 22:01:58.0000000,70376,NORMAL
data-analyst,11977,211,lesson - 211,2020-04-09 02:31:50.0000000,2020-04-15 10:53:58.0000000,548528,NORMAL
data-analyst,14847,837,lesson - 837,2020-04-09 02:33:24.0000000,2020-04-13 05:41:49.0000000,356905,NORMAL
data-analyst,2807,847,lesson - 847,2020-04-09 02:35:54.0000000,2020-04-09 04:17:14.0000000,6080,NORMAL
data-scientist,13186,62,lesson - 62,2020-04-09 02:37:15.0000000,2020-04-19 05:09:24.0000000,873129,NORMAL
data-analyst,2081,600,lesson - 600,2020-04-09 02:38:45.0000000,2020-04-09 05:24:48.0000000,9963,NORMAL
data-analyst,3117,741,lesson - 741,2020-04-09 02:44:33.0000000,2020-04-09 04:23:18.0000000,5925,NORMAL
data-scientist,12103,463,lesson - 463,2020-04-09 02:46:40.0000000,2020-04-11 00:14:27.0000000,163667,NORMAL
data-analyst,2981,547,lesson - 547,2020-04-09 02:51:13.0000000,2020-04-09 12:17:40.0000000,33987,NORMAL
data-scientist,11346,901,lesson - 901,2020-04-09 02:52:58.0000000,2020-04-11 08:03:52.0000000,191454,NORMAL
data-analyst,2942,195,lesson - 195,2020-04-09 02:57:13.0000000,2020-04-09 03:52:18.0000000,3305,NORMAL
data-analyst,2266,826,lesson - 826,2020-04-09 02:57:18.0000000,2020-04-09 05:44:39.0000000,10041,NORMAL
data-analyst,3207,676,lesson - 676,2020-04-09 02:57:34.0000000,2020-04-09 03:35:22.0000000,2268,NORMAL
data-analyst,2249,243,lesson - 243,2020-04-09 02:57:48.0000000,2020-04-09 08:00:23.0000000,18155,NORMAL
data-scientist,11490,87,lesson - 87,2020-04-09 02:57:52.0000000,2020-04-09 05:16:55.0000000,8343,NORMAL
data-analyst,2197,244,lesson - 244,2020-04-09 02:58:03.0000000,2020-04-09 03:01:27.0000000,204,NORMAL
software-engineer,14208,519,lesson - 519,2020-04-09 03:00:42.0000000,2020-04-15 07:43:06.0000000,535344,NORMAL
data-analyst,2197,111,lesson - 111,2020-04-09 03:01:27.0000000,2020-04-09 12:56:43.0000000,35716,NORMAL
data-analyst,2173,131,lesson - 131,2020-04-09 03:02:24.0000000,2020-04-09 12:13:24.0000000,33060,NORMAL
software-engineer,12161,266,lesson - 266,2020-04-09 03:02:24.0000000,2020-04-22 03:01:57.0000000,1123173,NORMAL
data-analyst,2582,455,lesson - 455,2020-04-09 03:02:25.0000000,2020-04-09 08:45:01.0000000,20556,NORMAL
software-engineer,11160,974,lesson - 974,2020-04-09 03:05:35.0000000,2020-04-14 22:37:33.0000000,502318,NORMAL
data-analyst,2463,542,lesson - 542,2020-04-09 03:09:06.0000000,2020-04-09 06:29:13.0000000,12007,NORMAL
data-analyst,10943,259,lesson - 259,2020-04-09 03:09:40.0000000,2020-04-12 19:09:02.0000000,316762,NORMAL
data-analyst,2804,278,lesson - 278,2020-04-09 03:11:20.0000000,2020-04-09 03:49:21.0000000,2281,NORMAL
data-scientist,14166,834,lesson - 834,2020-04-09 03:12:39.0000000,2020-04-09 06:18:31.0000000,11152,NORMAL
data-analyst,2092,751,lesson - 751,2020-04-09 03:14:28.0000000,2020-04-09 05:14:34.0000000,7206,NORMAL
data-analyst,3383,714,lesson - 714,2020-04-09 03:16:51.0000000,2020-04-09 16:32:15.0000000,47724,NORMAL
data-analyst,3292,617,lesson - 617,2020-04-09 03:18:47.0000000,2020-04-09 04:53:47.0000000,5700,NORMAL
data-analyst,3316,329,lesson - 329,2020-04-09 03:19:53.0000000,2020-04-09 05:08:19.0000000,6506,NORMAL
data-analyst,2580,140,lesson - 140,2020-04-09 03:22:24.0000000,2020-04-09 04:10:10.0000000,2866,NORMAL
software-engineer,10545,855,lesson - 855,2020-04-09 03:32:11.0000000,2020-04-15 04:24:20.0000000,521529,NORMAL
software-engineer,11452,258,lesson - 258,2020-04-09 03:32:30.0000000,2020-04-12 12:32:26.0000000,291596,NORMAL
data-scientist,14869,18,lesson - 18,2020-04-09 03:33:23.0000000,2020-04-12 10:51:16.0000000,285473,NORMAL
data-analyst,3207,402,lesson - 402,2020-04-09 03:35:22.0000000,2020-04-09 03:42:21.0000000,419,NORMAL
data-analyst,2365,318,lesson - 318,2020-04-09 03:37:48.0000000,2020-04-09 05:45:57.0000000,7689,NORMAL
data-analyst,3207,142,lesson - 142,2020-04-09 03:42:21.0000000,2020-04-09 05:58:25.0000000,8164,NORMAL
software-engineer,10867,327,lesson - 327,2020-04-09 03:46:19.0000000,2020-04-15 13:36:39.0000000,553820,NORMAL
data-analyst,2479,372,lesson - 372,2020-04-09 03:48:32.0000000,2020-04-09 07:06:40.0000000,11888,NORMAL
data-analyst,2722,232,lesson - 232,2020-04-09 03:49:06.0000000,2020-04-09 19:38:21.0000000,56955,NORMAL
data-analyst,2804,504,lesson - 504,2020-04-09 03:49:21.0000000,2020-04-09 11:43:24.0000000,28443,NORMAL
data-scientist,14409,173,lesson - 173,2020-04-09 03:51:06.0000000,2020-04-15 05:16:44.0000000,523538,NORMAL
data-analyst,2942,642,lesson - 642,2020-04-09 03:52:18.0000000,2020-04-09 14:40:29.0000000,38891,NORMAL
data-analyst,3151,889,lesson - 889,2020-04-09 03:52:28.0000000,2020-04-09 08:26:04.0000000,16416,NORMAL
software-engineer,13455,298,lesson - 298,2020-04-09 03:54:31.0000000,2020-04-28 10:40:36.0000000,1665965,NORMAL
data-scientist,11725,704,lesson - 704,2020-04-09 03:58:39.0000000,2020-04-20 01:53:39.0000000,942900,NORMAL
data-analyst,2841,631,lesson - 631,2020-04-09 03:59:10.0000000,2020-04-09 09:12:54.0000000,18824,NORMAL
data-scientist,14204,956,lesson - 956,2020-04-09 03:59:10.0000000,2020-04-18 18:25:19.0000000,829569,NORMAL
data-analyst,14659,936,lesson - 936,2020-04-09 04:00:08.0000000,2020-04-19 19:00:57.0000000,918049,NORMAL
data-analyst,2209,847,lesson - 847,2020-04-09 04:03:39.0000000,2020-04-09 11:56:43.0000000,28384,NORMAL
data-analyst,2402,547,lesson - 547,2020-04-09 04:03:48.0000000,2020-04-09 04:17:55.0000000,847,NORMAL
data-analyst,2955,429,lesson - 429,2020-04-09 04:03:50.0000000,2020-04-09 11:18:38.0000000,26088,NORMAL
data-analyst,2561,438,lesson - 438,2020-04-09 04:04:16.0000000,2020-04-09 16:17:33.0000000,43997,NORMAL
data-scientist,12429,430,lesson - 430,2020-04-09 04:04:53.0000000,2020-04-21 22:40:36.0000000,1103743,NORMAL
data-analyst,3229,2,lesson - 2,2020-04-09 04:05:18.0000000,2020-04-09 07:59:27.0000000,14049,NORMAL
data-analyst,2565,277,lesson - 277,2020-04-09 04:15:55.0000000,2020-04-09 23:08:30.0000000,67955,NORMAL
data-analyst,2807,175,lesson - 175,2020-04-09 04:17:14.0000000,2020-04-09 05:57:18.0000000,6004,NORMAL
data-scientist,14146,200,lesson - 200,2020-04-09 04:17:22.0000000,2020-04-19 22:59:30.0000000,931328,NORMAL
data-analyst,2402,206,lesson - 206,2020-04-09 04:17:55.0000000,2020-04-09 09:27:51.0000000,18596,NORMAL
data-analyst,3378,91,lesson - 91,2020-04-09 04:22:51.0000000,2020-04-09 09:28:51.0000000,18360,NORMAL
data-analyst,3117,629,lesson - 629,2020-04-09 04:23:18.0000000,2020-04-09 06:29:18.0000000,7560,NORMAL
software-engineer,13850,348,lesson - 348,2020-04-09 04:24:07.0000000,2020-05-07 04:03:29.0000000,2417962,NORMAL
software-engineer,13752,539,lesson - 539,2020-04-09 04:24:25.0000000,2020-04-11 13:22:37.0000000,205092,NORMAL
data-analyst,3033,191,lesson - 191,2020-04-09 04:25:49.0000000,2020-04-09 05:55:19.0000000,5370,NORMAL
data-scientist,12661,850,lesson - 850,2020-04-09 04:30:06.0000000,2020-04-11 13:48:31.0000000,206305,NORMAL
data-analyst,3093,960,lesson - 960,2020-04-09 04:32:03.0000000,2020-04-09 08:19:43.0000000,13660,NORMAL
data-analyst,2977,672,lesson - 672,2020-04-09 04:32:13.0000000,2020-04-09 16:21:53.0000000,42580,NORMAL
data-scientist,13482,62,lesson - 62,2020-04-09 04:35:26.0000000,2020-04-10 08:27:41.0000000,100335,NORMAL
data-analyst,11449,232,lesson - 232,2020-04-09 04:36:55.0000000,2020-05-08 05:37:24.0000000,2509229,NORMAL
data-analyst,2099,359,lesson - 359,2020-04-09 04:41:22.0000000,2020-04-09 21:01:23.0000000,58801,NORMAL
data-analyst,12689,435,lesson - 435,2020-04-09 04:41:53.0000000,2020-04-09 07:14:30.0000000,9157,NORMAL
data-analyst,2637,527,lesson - 527,2020-04-09 04:43:16.0000000,2020-04-09 20:02:10.0000000,55134,NORMAL
software-engineer,12615,398,lesson - 398,2020-04-09 04:43:30.0000000,2020-04-19 22:22:07.0000000,927517,NORMAL
data-analyst,3018,988,lesson - 988,2020-04-09 04:52:13.0000000,2020-04-09 14:48:36.0000000,35783,NORMAL
data-analyst,3292,465,lesson - 465,2020-04-09 04:53:47.0000000,2020-04-09 12:36:30.0000000,27763,NORMAL
software-engineer,14907,42,lesson - 42,2020-04-09 04:55:12.0000000,2020-04-10 15:13:17.0000000,123485,NORMAL
data-analyst,2918,701,lesson - 701,2020-04-09 04:55:29.0000000,2020-04-09 04:57:42.0000000,133,NORMAL
software-engineer,14942,967,lesson - 967,2020-04-09 04:56:26.0000000,2020-04-09 20:58:54.0000000,57748,NORMAL
data-analyst,3010,536,lesson - 536,2020-04-09 04:56:35.0000000,2020-04-09 05:20:55.0000000,1460,NORMAL
data-analyst,2918,109,lesson - 109,2020-04-09 04:57:42.0000000,2020-04-09 06:21:21.0000000,5019,NORMAL
data-analyst,2494,713,lesson - 713,2020-04-09 05:00:06.0000000,2020-04-09 16:30:22.0000000,41416,NORMAL
software-engineer,11676,19,lesson - 19,2020-04-09 05:02:08.0000000,2020-04-10 15:16:59.0000000,123291,NORMAL
data-analyst,2838,51,lesson - 51,2020-04-09 05:03:03.0000000,2020-04-09 12:37:21.0000000,27258,NORMAL
data-analyst,2273,502,lesson - 502,2020-04-09 05:03:34.0000000,2020-04-09 10:24:44.0000000,19270,NORMAL
data-analyst,3316,665,lesson - 665,2020-04-09 05:08:19.0000000,2020-04-09 11:09:26.0000000,21667,NORMAL
software-engineer,10772,659,lesson - 659,2020-04-09 05:12:34.0000000,2020-04-20 10:14:53.0000000,968539,NORMAL
software-engineer,14648,885,lesson - 885,2020-04-09 05:14:27.0000000,2020-04-13 17:14:19.0000000,388792,NORMAL
data-analyst,2092,962,lesson - 962,2020-04-09 05:14:34.0000000,2020-04-09 11:19:41.0000000,21907,NORMAL
data-scientist,11490,477,lesson - 477,2020-04-09 05:16:55.0000000,2020-04-13 22:20:15.0000000,407000,NORMAL
data-analyst,3359,852,lesson - 852,2020-04-09 05:18:27.0000000,2020-04-09 15:10:04.0000000,35497,NORMAL
data-analyst,3010,85,lesson - 85,2020-04-09 05:20:55.0000000,2020-04-09 07:43:43.0000000,8568,NORMAL
data-analyst,2292,677,lesson - 677,2020-04-09 05:22:48.0000000,2020-04-09 13:14:58.0000000,28330,NORMAL
software-engineer,12473,845,lesson - 845,2020-04-09 05:24:46.0000000,2020-04-13 19:14:50.0000000,395404,NORMAL
software-engineer,10211,488,lesson - 488,2020-04-09 05:25:07.0000000,2020-04-11 14:53:47.0000000,206920,NORMAL
data-analyst,3080,723,lesson - 723,2020-04-09 05:26:45.0000000,2020-04-09 13:57:10.0000000,30625,NORMAL
data-analyst,2635,187,lesson - 187,2020-04-09 05:28:12.0000000,2020-04-09 05:58:46.0000000,1834,NORMAL
data-analyst,12071,228,lesson - 228,2020-04-09 05:28:21.0000000,2020-04-22 08:15:05.0000000,1133204,NORMAL
software-engineer,12841,652,lesson - 652,2020-04-09 05:29:45.0000000,2020-04-09 15:42:40.0000000,36775,NORMAL
data-analyst,11779,959,lesson - 959,2020-04-09 05:44:30.0000000,2020-04-19 16:40:42.0000000,903372,NORMAL
data-analyst,2266,180,lesson - 180,2020-04-09 05:44:39.0000000,2020-04-09 08:21:49.0000000,9430,NORMAL
data-analyst,2365,717,lesson - 717,2020-04-09 05:45:57.0000000,2020-04-09 05:46:54.0000000,57,REVIEW_FLAG
data-scientist,13643,20,lesson - 20,2020-04-09 05:46:07.0000000,2020-04-20 08:39:05.0000000,960778,NORMAL
data-analyst,2599,146,lesson - 146,2020-04-09 05:46:22.0000000,2020-04-09 19:04:34.0000000,47892,NORMAL
data-scientist,13950,719,lesson - 719,2020-04-09 05:46:34.0000000,2020-04-24 14:49:08.0000000,1328554,NORMAL
data-analyst,2365,269,lesson - 269,2020-04-09 05:46:54.0000000,2020-04-09 12:16:48.0000000,23394,NORMAL
data-scientist,13530,606,lesson - 606,2020-04-09 05:47:23.0000000,2020-04-10 01:23:55.0000000,70592,NORMAL
data-analyst,2724,320,lesson - 320,2020-04-09 05:47:40.0000000,2020-04-09 07:26:47.0000000,5947,NORMAL
data-analyst,2703,424,lesson - 424,2020-04-09 05:54:45.0000000,2020-04-09 08:27:31.0000000,9166,NORMAL
data-analyst,3033,629,lesson - 629,2020-04-09 05:55:19.0000000,2020-04-09 09:25:11.0000000,12592,NORMAL
data-analyst,2807,224,lesson - 224,2020-04-09 05:57:18.0000000,2020-04-09 12:21:36.0000000,23058,NORMAL
data-analyst,3207,206,lesson - 206,2020-04-09 05:58:25.0000000,2020-04-09 12:27:19.0000000,23334,NORMAL
data-analyst,2635,955,lesson - 955,2020-04-09 05:58:46.0000000,2020-04-09 19:29:23.0000000,48637,NORMAL
data-analyst,3452,484,lesson - 484,2020-04-09 06:06:07.0000000,2020-04-09 18:40:54.0000000,45287,NORMAL
software-engineer,10868,458,lesson - 458,2020-04-09 06:07:21.0000000,2020-05-07 13:49:18.0000000,2446917,NORMAL
data-scientist,10829,582,lesson - 582,2020-04-09 06:07:34.0000000,2020-04-15 20:06:36.0000000,568742,NORMAL
data-analyst,3138,109,lesson - 109,2020-04-09 06:10:33.0000000,2020-04-09 10:23:14.0000000,15161,NORMAL
data-analyst,2080,864,lesson - 864,2020-04-09 06:10:59.0000000,2020-04-09 18:12:00.0000000,43261,NORMAL
data-analyst,2370,527,lesson - 527,2020-04-09 06:13:15.0000000,2020-04-09 11:01:09.0000000,17274,NORMAL
data-analyst,2776,228,lesson - 228,2020-04-09 06:13:32.0000000,2020-04-09 12:29:14.0000000,22542,NORMAL
data-analyst,2470,889,lesson - 889,2020-04-09 06:17:53.0000000,2020-04-09 16:13:59.0000000,35766,NORMAL
data-scientist,14166,666,lesson - 666,2020-04-09 06:18:31.0000000,2020-04-15 18:47:38.0000000,563347,NORMAL
data-analyst,10014,545,lesson - 545,2020-04-09 06:18:42.0000000,2020-04-11 22:13:23.0000000,230081,NORMAL
software-engineer,14610,872,lesson - 872,2020-04-09 06:20:12.0000000,2020-04-13 08:39:41.0000000,353969,NORMAL
data-analyst,2918,609,lesson - 609,2020-04-09 06:21:21.0000000,2020-04-09 10:56:04.0000000,16483,NORMAL
data-analyst,3403,277,lesson - 277,2020-04-09 06:21:46.0000000,2020-04-09 11:10:51.0000000,17345,NORMAL
data-analyst,2860,151,lesson - 151,2020-04-09 06:21:56.0000000,2020-04-09 11:19:00.0000000,17824,NORMAL
data-analyst,3167,180,lesson - 180,2020-04-09 06:23:08.0000000,2020-04-09 20:13:58.0000000,49850,NORMAL
data-analyst,2279,801,lesson - 801,2020-04-09 06:27:23.0000000,2020-04-09 11:40:50.0000000,18807,NORMAL
data-analyst,3274,232,lesson - 232,2020-04-09 06:27:33.0000000,2020-04-09 13:54:39.0000000,26826,NORMAL
data-scientist,11641,808,lesson - 808,2020-04-09 06:29:01.0000000,2020-04-10 07:32:04.0000000,90183,NORMAL
data-analyst,2463,841,lesson - 841,2020-04-09 06:29:13.0000000,2020-04-09 15:07:17.0000000,31084,NORMAL
data-analyst,3117,318,lesson - 318,2020-04-09 06:29:18.0000000,2020-04-09 07:45:57.0000000,4599,NORMAL
data-analyst,3081,409,lesson - 409,2020-04-09 06:35:37.0000000,2020-04-09 15:15:26.0000000,31189,NORMAL
data-scientist,10070,827,lesson - 827,2020-04-09 06:37:29.0000000,2020-04-28 01:42:31.0000000,1623902,NORMAL
data-analyst,2620,47,lesson - 47,2020-04-09 06:37:49.0000000,2020-04-09 10:37:07.0000000,14358,NORMAL
data-analyst,10895,536,lesson - 536,2020-04-09 06:37:55.0000000,2020-04-20 19:19:21.0000000,996086,NORMAL
data-analyst,12594,39,lesson - 39,2020-04-09 06:40:03.0000000,2020-04-15 22:00:20.0000000,573617,NORMAL
data-analyst,2457,790,lesson - 790,2020-04-09 06:41:22.0000000,2020-04-09 11:47:16.0000000,18354,NORMAL
data-analyst,12902,779,lesson - 779,2020-04-09 06:44:52.0000000,2020-04-19 01:31:33.0000000,845201,NORMAL
data-analyst,2476,256,lesson - 256,2020-04-09 06:45:53.0000000,2020-04-09 13:13:11.0000000,23238,NORMAL
data-analyst,10742,629,lesson - 629,2020-04-09 06:46:25.0000000,2020-04-15 02:43:08.0000000,503803,NORMAL
data-scientist,13541,588,lesson - 588,2020-04-09 06:48:31.0000000,2020-05-01 10:14:14.0000000,1913143,NORMAL
software-engineer,14902,799,lesson - 799,2020-04-09 06:51:52.0000000,2020-04-13 03:58:21.0000000,335189,NORMAL
data-analyst,11936,826,lesson - 826,2020-04-09 06:53:19.0000000,2020-04-15 14:11:28.0000000,544689,NORMAL
data-analyst,3305,585,lesson - 585,2020-04-09 06:55:48.0000000,2020-04-09 21:16:07.0000000,51619,NORMAL
data-analyst,10459,109,lesson - 109,2020-04-09 07:03:41.0000000,2020-04-23 17:11:59.0000000,1246098,NORMAL
data-analyst,2623,227,lesson - 227,2020-04-09 07:04:20.0000000,2020-04-09 08:31:33.0000000,5233,NORMAL
software-engineer,10659,816,lesson - 816,2020-04-09 07:04:57.0000000,2020-04-11 01:32:17.0000000,152840,NORMAL
data-analyst,2479,462,lesson - 462,2020-04-09 07:06:40.0000000,2020-04-09 13:20:16.0000000,22416,NORMAL
data-analyst,2458,743,lesson - 743,2020-04-09 07:09:19.0000000,2020-04-09 13:25:05.0000000,22546,NORMAL
data-analyst,2545,361,lesson - 361,2020-04-09 07:09:44.0000000,2020-04-09 11:00:00.0000000,13816,NORMAL
data-analyst,11648,981,lesson - 981,2020-04-09 07:11:07.0000000,2020-04-24 17:15:53.0000000,1332286,NORMAL
data-scientist,13104,757,lesson - 757,2020-04-09 07:13:37.0000000,2020-04-12 08:04:26.0000000,262249,NORMAL
data-analyst,12689,676,lesson - 676,2020-04-09 07:14:30.0000000,2020-04-20 23:05:21.0000000,1007451,NORMAL
data-analyst,2615,142,lesson - 142,2020-04-09 07:14:54.0000000,2020-04-09 08:23:59.0000000,4145,NORMAL
data-analyst,3496,642,lesson - 642,2020-04-09 07:17:30.0000000,2020-04-09 15:17:27.0000000,28797,NORMAL
data-analyst,2159,508,lesson - 508,2020-04-09 07:17:31.0000000,2020-04-09 12:56:06.0000000,20315,NORMAL
data-analyst,12365,624,lesson - 624,2020-04-09 07:18:32.0000000,2020-04-14 10:40:50.0000000,444138,NORMAL
data-analyst,12910,703,lesson - 703,2020-04-09 07:19:58.0000000,2020-04-14 00:56:29.0000000,408991,NORMAL
data-analyst,3389,144,lesson - 144,2020-04-09 07:23:07.0000000,2020-04-09 15:08:57.0000000,27950,NORMAL
data-analyst,13042,713,lesson - 713,2020-04-09 07:25:19.0000000,2020-04-17 03:53:07.0000000,678468,NORMAL
data-analyst,2724,33,lesson - 33,2020-04-09 07:26:47.0000000,2020-04-09 08:01:00.0000000,2053,NORMAL
data-analyst,2342,737,lesson - 737,2020-04-09 07:30:05.0000000,2020-04-09 08:38:48.0000000,4123,NORMAL
data-scientist,14130,730,lesson - 730,2020-04-09 07:31:00.0000000,2020-04-10 23:07:42.0000000,142602,NORMAL
data-scientist,13799,515,lesson - 515,2020-04-09 07:42:38.0000000,2020-04-18 03:15:14.0000000,761556,NORMAL
data-analyst,3010,973,lesson - 973,2020-04-09 07:43:43.0000000,2020-04-09 23:25:13.0000000,56490,NORMAL
data-analyst,12461,320,lesson - 320,2020-04-09 07:44:28.0000000,2020-04-11 06:44:24.0000000,169196,NORMAL
data-analyst,3117,59,lesson - 59,2020-04-09 07:45:57.0000000,2020-04-09 10:12:17.0000000,8780,NORMAL
data-scientist,10401,895,lesson - 895,2020-04-09 07:48:06.0000000,2020-04-11 12:57:01.0000000,191335,NORMAL
data-analyst,14350,361,lesson - 361,2020-04-09 07:54:08.0000000,2020-04-29 19:09:13.0000000,1768505,NORMAL
data-analyst,2536,288,lesson - 288,2020-04-09 07:54:50.0000000,2020-04-09 10:15:52.0000000,8462,NORMAL
data-analyst,2249,282,lesson - 282,2020-04-09 08:00:23.0000000,2020-04-09 09:46:22.0000000,6359,NORMAL
data-scientist,11318,881,lesson - 881,2020-04-09 08:00:50.0000000,2020-05-05 22:52:49.0000000,2299919,NORMAL
data-analyst,2724,96,lesson - 96,2020-04-09 08:01:00.0000000,2020-04-09 21:47:45.0000000,49605,NORMAL
data-scientist,14902,669,lesson - 669,2020-04-09 08:06:30.0000000,2020-04-16 18:40:47.0000000,642857,NORMAL
data-analyst,11512,331,lesson - 331,2020-04-09 08:07:24.0000000,2020-04-14 11:47:43.0000000,445219,NORMAL
software-engineer,12903,885,lesson - 885,2020-04-09 08:10:01.0000000,2020-04-16 19:08:25.0000000,644304,NORMAL
data-scientist,13042,241,lesson - 241,2020-04-09 08:15:14.0000000,2020-05-07 11:00:07.0000000,2429093,NORMAL
data-analyst,3466,963,lesson - 963,2020-04-09 08:15:29.0000000,2020-04-09 15:22:50.0000000,25641,NORMAL
data-analyst,14976,536,lesson - 536,2020-04-09 08:15:30.0000000,2020-05-17 00:01:48.0000000,3253578,NORMAL
data-analyst,2659,690,lesson - 690,2020-04-09 08:16:05.0000000,2020-04-09 12:09:38.0000000,14013,NORMAL
data-analyst,3176,320,lesson - 320,2020-04-09 08:16:30.0000000,2020-04-09 15:51:39.0000000,27309,NORMAL
software-engineer,10651,699,lesson - 699,2020-04-09 08:17:09.0000000,2020-05-01 15:54:43.0000000,1928254,NORMAL
data-analyst,2472,675,lesson - 675,2020-04-09 08:19:25.0000000,2020-04-09 13:33:45.0000000,18860,NORMAL
data-analyst,3093,94,lesson - 94,2020-04-09 08:19:43.0000000,2020-04-09 18:53:49.0000000,38046,NORMAL
data-analyst,2266,578,lesson - 578,2020-04-09 08:21:49.0000000,2020-04-09 15:16:17.0000000,24868,NORMAL
data-analyst,3038,775,lesson - 775,2020-04-09 08:23:54.0000000,2020-04-09 18:44:47.0000000,37253,NORMAL
data-analyst,2615,324,lesson - 324,2020-04-09 08:23:59.0000000,2020-04-09 11:46:28.0000000,12149,NORMAL
software-engineer,14243,716,lesson - 716,2020-04-09 08:25:39.0000000,2020-04-29 10:23:15.0000000,1735056,NORMAL
data-analyst,3151,665,lesson - 665,2020-04-09 08:26:04.0000000,2020-04-09 14:43:01.0000000,22617,NORMAL
data-analyst,2703,41,lesson - 41,2020-04-09 08:27:31.0000000,2020-04-09 15:34:35.0000000,25624,NORMAL
data-analyst,3061,751,lesson - 751,2020-04-09 08:27:38.0000000,2020-04-09 22:51:29.0000000,51831,NORMAL
data-analyst,2623,938,lesson - 938,2020-04-09 08:31:33.0000000,2020-04-09 17:31:17.0000000,32384,NORMAL
data-analyst,2714,244,lesson - 244,2020-04-09 08:34:25.0000000,2020-04-09 16:40:49.0000000,29184,NORMAL
data-analyst,2284,278,lesson - 278,2020-04-09 08:34:37.0000000,2020-04-09 09:54:45.0000000,4808,NORMAL
data-analyst,2342,578,lesson - 578,2020-04-09 08:38:48.0000000,2020-04-09 10:41:00.0000000,7332,NORMAL
data-analyst,2582,489,lesson - 489,2020-04-09 08:45:01.0000000,2020-04-09 09:21:48.0000000,2207,NORMAL
data-scientist,11898,49,lesson - 49,2020-04-09 08:46:49.0000000,2020-04-10 02:26:14.0000000,63565,NORMAL
data-analyst,2090,211,lesson - 211,2020-04-09 08:51:30.0000000,2020-04-09 16:30:40.0000000,27550,NORMAL
data-analyst,2154,948,lesson - 948,2020-04-09 08:53:22.0000000,2020-04-09 09:15:57.0000000,1355,NORMAL
data-scientist,13759,649,lesson - 649,2020-04-09 08:56:44.0000000,2020-04-10 16:32:45.0000000,113761,NORMAL
data-analyst,3336,911,lesson - 911,2020-04-09 08:57:27.0000000,2020-04-09 16:02:15.0000000,25488,NORMAL
data-analyst,11947,839,lesson - 839,2020-04-09 09:00:03.0000000,2020-04-19 08:12:40.0000000,861157,NORMAL
data-scientist,13470,300,lesson - 300,2020-04-09 09:01:39.0000000,2020-04-25 10:25:05.0000000,1387406,NORMAL
data-analyst,2240,685,lesson - 685,2020-04-09 09:02:18.0000000,2020-04-09 10:45:29.0000000,6191,NORMAL
data-analyst,2462,41,lesson - 41,2020-04-09 09:02:54.0000000,2020-04-09 15:04:52.0000000,21718,NORMAL
data-analyst,11767,158,lesson - 158,2020-04-09 09:03:10.0000000,2020-04-09 23:31:28.0000000,52098,NORMAL
